,NMF_0,NMF_1,NMF_2,NMF_3,NMF_4,NMF_5,NMF_6,NMF_7,NMF_8,NMF_9,NMF_10,NMF_11
Kcnq5,0.025397683,0.02899874,0.0,0.30374593,0.0,0.0,0.0030704692,0.0,0.0,0.22685106,0.0,0.021632379
Khdc1b,0.07105962,0.01420192,0.0023737184,0.018097237,0.0,0.15203364,0.1691597,0.0046953987,0.03474357,0.03232922,0.0,0.046017423
Tent5a,0.11370836,0.030476829,0.058440838,0.3663436,0.19317465,0.0067508863,0.0,0.20091781,0.016881188,0.0,0.10237457,0.037601486
Cep162,0.042524993,0.014003133,0.076741755,0.26153448,0.092090204,0.06155637,0.18409258,0.0062908754,0.09312909,0.0629237,0.0,0.06467001
Nt5e,0.0,0.0,0.24740288,0.37274402,0.109672226,0.0,0.0,0.0,0.0,0.003864126,0.1245461,0.0
Pnrc1,0.05728612,0.036409162,0.0552331,0.4356922,0.46603125,0.0,0.23695214,0.0,0.0,0.15385097,0.5616735,0.05728573
Casp8ap2,0.035421338,0.10300549,0.054288182,0.55225754,0.17656395,0.0052702287,0.43850732,0.0,0.30935916,0.005921125,0.101308964,0.067075826
Bach2,0.0,0.0,0.07255512,1.0781575,0.33294567,0.0,0.0,0.0,0.0,0.55461484,0.097586274,0.0
Prdm1,0.18768965,0.095513605,0.47389874,0.0,0.47597635,0.40770876,0.11234776,0.14026241,0.23608536,0.0,0.081865594,0.2741879
Sesn1,0.0,0.11978891,0.35241404,0.5002101,0.19149026,0.0,0.3467802,0.07706588,0.0,0.08859193,0.053887416,0.18281122
Slc16a10,0.0,0.061526656,0.0,0.6117783,0.0,0.09342406,0.0,0.0,0.0,0.27084962,0.0,0.0
Calhm6,0.0,0.0,0.32370126,0.14380151,0.25025246,0.0,0.0,0.055220462,0.0,0.22847079,0.08171133,0.086747214
Man1a,0.17549011,0.0410598,0.23283829,0.15052779,0.1588174,0.00094392884,0.3075025,0.056639336,0.0,0.045623265,0.0,0.097036876
Arhgap18,0.07027076,0.03459257,0.0,0.017820891,0.0040222746,0.15391251,0.29428583,0.084102646,0.18054767,0.0,0.0,0.17340335
Samd3,0.2940837,0.0,0.01654144,0.33572057,0.5501472,0.13458031,0.0,0.1253304,0.07155357,0.37000233,0.019092545,0.6147436
Sgk1,0.0,0.0,0.0,0.035976112,0.27405396,0.06616793,0.0,0.06018224,0.0,0.27370015,0.91815054,0.0
Myb,0.0,0.052695673,0.0,0.0,1.1075841,0.0,0.0,0.0,0.0,0.02285206,0.0,0.0
Pde7b,0.0,0.0,0.0,0.034082692,0.0,0.0,0.2070579,0.0,0.0,0.63873404,0.0,0.0
Map3k5,0.06473747,0.1386539,0.21768571,0.10353065,0.22085117,0.06960668,0.7454995,0.042316597,0.0,0.0,0.017079722,0.1644252
Tnfaip3,0.0713485,0.0019652992,0.14808354,0.2214951,0.24889247,0.113465205,0.077263415,0.2505498,0.015529979,0.13243873,1.26455,0.100946374
Perp,0.09166939,0.0646949,0.5551097,0.0,0.0,0.0,0.0,0.0,0.28770325,0.0,0.0,0.20595887
Cited2,0.071038626,0.09668115,0.19168887,0.47342816,0.020988544,0.10182366,0.3397317,0.07888415,0.32971522,0.12730022,0.46101698,0.10902874
Hivep2,0.0,0.08762726,0.1609099,0.61054814,0.30473924,0.0,0.6518018,0.024919102,0.045928124,0.043828484,0.13600352,0.06107157
Phactr2,0.0050571174,0.07924626,0.23762882,0.12491736,0.19465679,0.19605938,0.804604,0.07688581,0.09902592,0.061916437,0.10143997,0.32396367
Stx11,0.090220675,0.05483759,0.0439684,0.0045286403,0.05232651,0.25053096,0.3794714,0.03873185,0.002231089,0.007673034,0.024701001,0.17688237
Utrn,0.14107859,0.077428035,0.12020475,0.5062891,0.34240404,0.08465403,0.4943869,0.18121293,0.11882424,0.1893709,0.0,0.25755906
Tab2,0.012020118,0.15341435,0.16793458,0.32129702,1.0931959,0.0,0.49753046,0.0,0.0,0.007943459,0.16433875,0.011442976
Syne1,0.26018122,0.05594862,0.025787171,0.56770617,0.2597366,0.095440514,0.4514636,0.05243303,0.105570965,0.15101977,0.0,0.33609152
Sytl3,0.20986335,0.022646021,0.09195551,0.5164375,0.26196676,0.07958907,0.0,0.16750637,0.08676216,0.048546556,0.10505311,0.24735904
Ezr,0.14606619,0.17217395,0.12832561,0.26100013,0.17247057,0.32605562,0.5001616,0.0484441,0.44361475,0.07294604,0.13978012,0.1993491
Igf2r,0.18428537,0.072711885,0.2082042,0.541113,0.28289992,0.084783286,0.35247144,0.002737008,0.032175917,0.110558726,0.035777353,0.15930195
Agpat4,0.24884112,0.0,0.25404474,0.0,0.085452914,0.11657742,0.1543163,0.048346184,0.10260301,0.04402019,0.0,0.032416143
Ccr6,0.0,0.0035445122,1.1680473,0.0,0.0,0.285179,0.41990352,0.0,0.07481953,0.0,0.0,0.0
Afdn,0.09512474,0.0062563736,0.51204664,0.0,0.29981604,0.0872817,0.101838134,0.09151261,0.13370748,0.0,0.0,0.00034981317
Adap1,0.2192919,0.0,0.056173395,0.07118244,0.056558225,0.02655829,0.057396974,0.029358663,0.0,0.039831396,0.09684346,0.12812264
Chst12,0.32313997,0.0099343,0.13427097,0.20049776,0.07629148,0.18578434,0.10110446,0.33629453,0.15077065,0.0012475268,0.073321044,0.32060784
Lfng,0.09170265,0.14458007,0.3423945,0.42290607,0.40751213,0.27261034,0.21836369,0.0,0.0,0.38237113,0.117128186,0.031458493
Usp42,0.057453506,0.027696248,0.098086946,0.3925008,0.13818489,0.053285193,0.25705487,0.08784402,0.09056478,0.09255785,0.11105218,0.08752865
Glcci1,0.12581816,0.23477696,0.13003407,0.26962405,0.0,0.06865202,0.78669024,0.0,0.0,0.16568731,0.14019553,0.1029739
Ica1,0.0,0.41047692,0.0,0.0,0.0,0.0,0.5343232,0.0,0.0,0.0,0.0,0.0
Ahr,0.0,0.1045582,0.27173287,0.021010112,0.5907854,0.12765467,0.4928293,0.051385477,0.17349607,0.053084332,0.06960157,0.0569116
Hdac9,0.06262836,0.29421887,0.058125783,0.0,0.0,0.0,0.0,0.033150293,0.0,0.0,0.0,0.014714339
Skap2,0.10449721,0.1192672,0.12917648,0.0,0.0,0.20645817,0.0,0.0,0.22690588,0.024101265,0.0,0.26580212
Hotairm1,0.081713565,0.070007734,0.0,0.108463116,0.036682975,0.18177362,0.26388243,0.024507344,0.2765717,0.09867453,0.0,0.071850725
Jazf1,0.17666368,0.021532571,0.06089744,0.21884678,0.015707368,0.2631791,0.24791524,0.0,0.25169525,0.06520311,0.05428096,0.033050735
Znrf2,0.09566458,0.115301766,0.108252786,0.17275359,0.22797579,0.14721143,0.47844192,0.12780401,0.0,0.09053142,0.19144125,0.0882576
Rp9,0.051050507,0.047727186,0.06592261,0.4516485,0.16693239,0.041006587,0.14131609,0.016104849,0.24370252,0.14419568,0.21679443,0.06945425
Dpy19l1,0.12779857,0.04346956,0.20119314,0.09361153,0.04100622,0.037272774,0.14222851,0.0042207493,0.039205644,0.0,0.04950987,0.11555573
Aoah,0.18892631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045919146,1.2919587,0.0,0.0
Gpr141,0.43502408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trgv3,0.4159327,0.0,0.07668423,0.032472853,0.0,0.0,0.0,0.0,0.056612995,0.018407354,0.0,0.27015316
Myo1g,0.2853735,0.06430035,0.20912658,0.24198171,0.13835515,0.3526589,0.2704942,0.073188625,0.5764689,0.13943458,0.10190313,0.17084548
Igfbp3,0.019511001,0.0,0.03623153,0.0,0.1791552,0.0,0.0,0.0,0.4630574,0.0,0.0,0.38444293
Upp1,0.09023554,0.114601955,0.053709675,0.32583624,0.9372902,0.0,0.16183649,0.0,0.2166844,0.13129188,0.29582185,0.16229574
Nupr1l,0.0,0.0,0.0,0.2174032,0.18100543,0.0,0.0,0.0,0.022317085,0.0,0.0,0.0
Auts2,0.18670101,0.0,0.9830327,0.0,0.05696971,0.0,0.0,0.0,0.0,0.20141141,0.0,0.34903225
Ncf1,0.0,0.026223848,0.026386613,0.8725432,0.0,0.010861492,0.02524344,0.0,0.45528826,0.14493436,0.12176143,0.13217965
Hip1,0.03105408,0.0,0.08153845,0.029041143,0.02166112,0.32112455,0.0,0.0,0.0,0.0023016252,0.012060647,0.20615119
Ccdc146,0.023171652,0.013548733,0.0,0.16338098,0.088711925,0.03588242,0.03545114,0.15213208,0.16414478,0.038152274,0.057930518,0.08879966
Fgl2,0.24014387,0.022750592,0.06584185,0.17948833,0.0,0.22327948,0.03868935,0.004316595,0.2132559,0.0,0.0,0.07643554
Ptpn12,0.21480131,0.008195738,0.056512136,0.3445793,0.0201729,0.0032077066,0.02605002,0.0015991416,0.07698372,0.109882995,0.04502924,0.11189694
Cdk6,0.05454675,0.0,0.12297657,0.10107671,1.6360167,0.01720232,0.0,0.0,0.13451661,0.2843458,0.0,0.110973015
Samd9l,0.07095122,0.008062774,0.075918496,0.19516988,0.20194073,0.19008555,0.28059283,1.0526965,0.0021167144,0.08971069,0.0,0.13412686
Zkscan1,0.053261682,0.06250653,0.11336064,0.63895255,0.31413448,0.04732525,0.3172269,0.070345856,0.14744686,0.18987364,0.0181466,0.120788164
Trim56,0.051227093,0.04679096,0.09050075,0.6468378,0.16914806,0.06887718,0.2768318,0.17054151,0.118670166,0.13469718,0.0,0.123471804
Ccdc71l,0.07667044,0.027522013,0.16897213,0.21333757,0.12099021,0.10436308,0.17539383,0.062064365,0.032651793,0.119968064,0.29257426,0.038730375
Lrrn3,0.0,0.0,0.0,0.64179564,0.90792453,0.0,0.0,0.022000205,0.0,0.97816616,0.0,0.0
Ifrd1,0.044040296,0.054634035,0.07262174,0.37977156,0.2660307,0.042324323,0.25336933,0.0525893,0.12543756,0.121091396,0.6751619,0.07875698
Irf5,0.066967525,0.018032074,0.28911164,0.0,0.0,0.4370711,0.17063168,0.01216965,0.03229421,0.0,0.0,0.09181218
Cpa5,0.0,0.15089473,0.0,0.0,0.0,0.0,0.34909794,0.0,0.0,0.021969045,0.0,0.0
Tbxas1,0.09070113,0.0,0.0,0.0,0.0,0.29668,0.4305554,0.0,0.35068074,0.083168104,0.0,0.14941852
Parp12,0.044666838,0.04997095,0.09927224,0.2516685,0.22358568,0.19665246,0.275031,0.6400459,0.14359224,0.117043875,0.037103564,0.069419526
Ephb6,0.0011652751,0.050684705,0.009156916,0.6664061,0.0,0.048836518,0.16838117,0.0,0.2241103,0.31474954,0.01484136,0.0
Ezh2,0.031386726,0.009601446,0.0,0.13862552,0.013820196,0.3222214,0.4348767,0.05758947,0.0,0.07708525,0.032260787,0.015091012
Gimap8,0.021493686,0.017438896,0.09085747,0.75090945,0.1443885,0.0,0.3418715,0.023993054,0.14135534,0.16235964,0.0,0.1650226
Ncapg2,0.042091187,0.00059025193,0.46408886,0.09850632,0.026356177,0.024739346,0.037492618,0.019558417,0.1011412,0.031050352,0.0,0.0
Arhgef10,0.0,0.017965361,0.047998097,0.6311846,0.11796267,0.03676492,0.09226005,0.0,0.09982619,0.08693311,0.06801543,0.0
Myom2,0.0,0.0,0.061415277,0.0,0.20418374,0.0,0.0,0.018069912,0.31213075,0.67929524,0.15592921,0.0
Csgalnact1,0.0,0.0,0.019874332,0.8024659,0.3101863,0.27805066,0.0,0.0,0.2471127,0.35436586,0.0,0.0
Dok2,0.1767223,0.082314454,0.12943068,0.31824574,0.0,0.48094255,0.19644257,0.039020233,0.69554937,0.20429079,0.09272629,0.16507086
Nefl,0.0,0.0,0.0065485826,0.0,0.045819398,0.0,0.0,0.0,1.0814974,0.0,0.0,0.0
Ephx2,0.0,0.005474414,0.0,0.9905041,0.3299423,0.0,0.027980883,0.032144524,0.2070384,0.3677764,0.0,0.0
Clu,0.005428467,0.0,0.0,0.0,0.0,0.18442509,0.0,0.0,0.44308496,0.0,0.0,0.2735696
Nuggc,0.089074865,0.0,0.0,0.0,0.0,0.15028642,0.0,0.0,0.21824771,0.0,0.0,0.24731877
Fzd3,0.0101075135,0.033024814,0.036383267,0.22378097,0.034278076,0.0,0.15424299,0.0,0.046687856,0.050307177,0.03223872,0.014598022
Dusp4,0.0,0.012015796,0.0,0.0,0.0,1.5177822,0.0,0.0,0.0,0.0,0.0,0.0
Rab11fip1,0.04359727,0.07204262,0.25405717,0.034527645,0.37431887,0.19623624,0.45477614,0.05779983,0.11706021,0.009741338,0.0,0.06892615
Letm2,0.004275324,0.04387558,0.06220183,0.04228915,0.0,0.06312924,0.14413111,0.0,0.006259865,0.0,0.5222139,0.016267106
Fgfr1,0.024949266,0.04293173,0.05119369,0.0,0.0043110806,0.10450634,0.43476695,0.11365634,0.0,0.0046838354,0.0,0.030316785
Ank1,0.0,0.11904577,0.39292508,0.0,0.020499958,0.0,0.1876522,0.0,0.0,0.033835266,0.0,0.0
Ap3m2,0.015292258,0.037223477,0.0,0.3327976,0.90509105,0.0,0.39950386,0.0,0.17126822,0.0,0.08939197,0.023964738
Cebpd,0.022053653,0.0,0.77869666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8120333
Rb1cc1,0.07426687,0.06334867,0.08690442,0.59658766,0.24914414,0.13535751,0.37414575,0.014378992,0.11991825,0.21250908,0.034331515,0.13573529
Tox,0.11834748,0.121827506,0.0,0.0,0.0,0.45132872,0.77180046,0.0,0.0,0.4563195,0.0,0.0651844
Chd7,0.0,0.0,0.124434024,0.62516284,0.5574939,0.0,0.21397762,0.0,0.046400853,0.17361034,0.124550715,0.0
Pde7a,0.024410805,0.028070137,0.11484,1.0391632,0.03684291,0.020943936,0.1785701,0.0067246854,0.019966036,0.3924508,0.22368388,0.10857039
Mybl1,0.32127324,0.015995169,0.62441105,0.0,0.24524401,0.0,0.1191778,0.0,0.0,0.0,0.045224093,0.44862118
Msc,0.29351926,0.0,0.25408244,0.0,0.0,0.46224028,0.0,0.0,0.04373584,0.0,0.0,0.07824401
Terf1,0.09499147,0.0419275,0.08685357,0.46345764,0.1630125,0.12213052,0.23905538,0.036396284,0.2517641,0.101480365,0.11212812,0.08953625
Rdh10,0.061403945,0.022779712,0.040470578,0.0,0.022784995,0.032658737,0.25318575,0.0,0.0,0.036750354,0.03941802,0.0
Zc2hc1a,0.0,0.0026728136,0.105201915,0.0,0.05917224,0.47191122,0.6807515,0.0,0.111355096,0.0,0.0,0.0
Il7,0.10285539,0.039876677,0.020442942,0.0,0.0,0.6615844,0.030648328,0.0,0.0,0.0,0.0,0.0
Zbtb10,0.0,0.01731612,0.02711156,0.18828811,0.22716045,0.0,0.1275861,0.0,0.0,0.10928105,0.7513674,0.0
Fabp5,0.038621172,0.068889834,0.0,0.11738868,0.011542868,0.07881517,0.6318246,0.11652793,0.0,0.0,0.0,0.07428157
Lrrcc1,0.042512037,0.011007997,0.039103452,0.25176868,0.053885818,0.030298283,0.06863899,0.0020075773,0.09387937,0.031089284,0.0,0.07095723
Pdp1,0.037318867,0.19034146,0.10243188,0.1903756,0.20434417,0.16597968,0.45852348,0.0,0.085445724,0.079084314,0.09849491,0.03200194
Trp53inp1,0.025158582,0.045723964,0.10469761,0.0,0.057041336,0.17299624,0.8315316,0.072276354,0.040565375,0.10424284,0.04101692,0.057113435
Pop1,0.040566258,0.027350888,0.026588006,0.24253692,0.09837374,0.019551808,0.14443934,0.015586949,0.08233913,0.083139226,0.0,0.06622765
Nipal2,0.054713145,0.08789408,0.0895524,0.0,0.0,0.09365559,0.39027756,0.0,0.0,0.0,0.0,0.0
Rnf19a,0.106092215,0.122022256,0.088005625,0.24466388,0.19766907,0.06604257,0.6806298,0.085681416,0.12824297,0.0787947,0.10432031,0.1700492
Ncald,0.2421228,0.032149587,0.25700825,0.0,0.0,0.045510866,0.27443346,0.0,0.0,0.108498454,0.0,0.21792495
Klf10,0.15154004,0.016466375,0.019317616,0.0,0.12773138,0.20856497,0.16137463,0.07488785,0.42761466,0.11639173,0.11246105,0.1869504
Fbxo32,0.063162915,0.060482804,0.0,0.37776726,0.3738838,0.04592057,0.16160506,0.102003574,0.22743607,0.08277328,0.24518816,0.06874083
Trib1,0.0,0.16913688,0.0,0.0,0.0,0.6621052,0.0,0.0,0.0,0.0,0.0,0.0
Myc,0.0,0.08829427,0.12918454,0.7072617,0.55035347,0.0,0.032193545,0.06954292,0.13253954,0.12643375,0.3490318,0.016054954
Pvt1,0.0,0.112800434,0.053702597,0.22975156,0.3870762,0.07146742,0.60983026,0.1600835,0.15684134,0.0,0.1529106,0.0
Phf20l1,0.07123293,0.034312908,0.09261519,0.60691714,0.3226964,0.09386521,0.21981004,0.013303858,0.16436747,0.24021988,0.06946661,0.13510327
Sla,0.12862608,0.08454029,0.12521802,0.4785116,0.11475137,0.17770207,0.4182235,0.06393388,0.2967392,0.06329378,0.044855684,0.14496064
Dennd3,0.16296764,0.0,0.32979944,0.04842416,0.04813657,0.101647325,0.039465573,0.0,0.0,0.0,0.0,0.0
Ly6e,0.1948382,0.0062334817,0.016992295,0.06309958,0.092550404,0.13592474,0.064697094,1.0099463,0.35111943,0.03935527,0.46523735,0.114933245
Plec,0.03524612,0.0,0.20694034,0.46290278,0.18095058,0.3103996,0.42242867,0.055733804,0.36637896,0.2722011,0.0,0.027334107
Kank1,0.0,0.0014283371,0.0,0.376774,0.5851739,0.03931715,0.02877644,0.0,0.02710388,0.053120762,0.0,0.0
9930021J03Rik,0.107997224,0.055220697,0.15384646,0.5422872,0.28082094,0.058656383,0.34596324,0.005916013,0.027520481,0.15240695,0.23189376,0.112794474
Hacd4,0.0900133,0.059744477,0.068308994,0.48820925,0.23107265,0.17404862,0.30921862,0.056933332,0.30365834,0.17198397,0.15022555,0.15092799
Cdkn2a,0.12625746,0.0,0.07762819,0.0,0.0,0.40585777,0.21472533,0.023720905,0.0,0.0,0.0,0.14959687
Ddx58,0.038577665,0.05292761,0.04873763,0.40220875,0.123890944,0.03436354,0.16163516,0.6652723,0.1945274,0.045144938,0.0,0.15329006
Aqp3,0.0,0.0,0.43320468,0.35245493,0.0,0.04618446,0.6066044,0.0,0.42602387,0.012785265,0.49031207,0.0
Rmrp,0.024663992,0.016696718,0.016076514,0.14400828,0.20542862,0.012545501,0.13175228,0.014036348,0.0605683,0.06043218,0.0,0.038545303
Tln1,0.19665608,0.046610586,0.20636019,0.47823948,0.24917185,0.19546464,0.37657154,0.077045955,0.3059711,0.15869644,0.038575653,0.2174177
Glipr2,0.19734785,0.038443126,0.1761524,0.20963827,0.0,0.24304485,0.0,0.12571877,0.8355188,0.14364591,0.1357429,0.16877764
Pip5k1b,0.0,0.06331191,0.0,0.19852227,0.0,0.07247341,0.035914972,0.0,0.0,0.003744979,0.0,0.021048954
Klf9,0.048164926,0.076403596,0.073115796,0.37703,0.5584234,0.0,0.20402041,0.081439234,0.0,0.0,0.6354203,0.015628185
Cemip2,0.09118587,0.050735313,0.0,0.23431447,0.74393713,0.06642053,0.39366487,0.012714968,0.0,0.25616667,0.0,0.04530777
Anxa1,0.22795045,0.0,0.13725331,0.180539,0.2625306,0.0064276247,0.13558784,0.0,1.1189086,0.0,0.120207034,0.29742885
Gcnt1,0.06674543,0.0708956,0.009515933,0.0,0.11990649,0.12328834,0.10230342,0.08019607,0.3016463,0.02755656,0.0,0.04015374
Cep78,0.3151046,0.05519656,0.061803438,0.27605185,0.048633233,0.19036987,0.34031478,0.0,0.057546686,0.13913812,0.0,0.1060323
Gkap1,0.030499427,0.03954991,0.11449802,0.5536928,0.14539143,0.0021572832,0.20149481,0.0,0.022741899,0.11487072,0.1903764,0.06372969
Cts6,0.0,0.0,0.0,0.5645314,0.04549046,0.0,0.10846526,0.0004031425,0.21353248,0.09393111,0.0,0.0
Gadd45g,0.0,0.0,0.045662865,0.0,0.0,0.23581684,0.31281406,0.016416552,0.19539316,0.0,0.15739107,0.0
Nfil3,0.20271942,0.0011631751,0.05809335,0.06258248,0.0,0.0,0.017940449,0.0,0.0,0.0,0.37532368,0.0
Ptch1,0.17334487,0.023955556,0.074816346,0.18915056,0.18812777,0.0,0.0,0.0,0.023302957,0.0104578165,0.0,0.10886351
Cdc14b,0.08819577,0.06543615,0.029789906,0.37627187,0.07605106,0.0,0.030838737,0.0,0.19578856,0.0,0.0,0.04740369
Hemgn,0.0,0.0,0.006250986,0.38431042,0.092336394,0.0,0.0,0.0,0.026911685,0.3508455,0.027927635,0.0
Tgfbr1,0.1909175,0.050075233,0.12935916,0.3629773,0.14735408,0.024346353,0.055940934,0.0,0.06804909,0.20145397,0.0,0.14574763
Nr4a3,0.0012117883,0.0,0.0,0.0,0.0,0.04669544,0.0,0.0,0.0,0.0,0.7827919,0.0
Smc2,0.04291677,0.020825306,0.05955877,0.35697547,0.06803322,0.07641488,0.18820798,0.0,0.10568058,0.092579804,0.042579073,0.067951575
Abca1,0.0,0.0,0.17395753,0.34718838,0.073425524,0.0,0.0,0.12568219,0.0,0.004613774,0.0,0.0
Zfp462,0.0,0.0,0.07922244,0.0,0.8779306,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ctnnal1,0.005098564,0.04663501,0.021324866,0.103548475,0.0,0.1490057,0.052191876,0.0,0.0,0.011907687,0.04408517,0.042211264
Ugcg,0.02614766,0.10929739,0.07817213,0.2525281,0.7909012,0.030500429,0.3525723,0.023439987,0.064402595,0.09257445,0.21130554,0.034215458
Zfp37,0.019317193,0.018472081,0.05068866,0.17948009,0.05863385,0.031197581,0.121398784,0.0036161507,0.05653989,0.043606345,0.0,0.032864682
Rgs3,0.2165588,0.0218733,0.08517434,0.1227994,0.0,0.010480303,0.211332,0.012886368,0.25907916,0.018556172,0.0,0.22832595
Whrn,0.0,0.17329054,0.09084368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3698279
Tnfsf8,0.0,0.06316116,0.051762793,0.4192265,0.42372543,0.0,0.28613243,0.20296755,0.33809945,0.017696062,0.27025467,0.098133676
Cntrl,0.051310264,0.109633625,0.07305952,0.59350455,0.26704103,0.14455536,0.44209287,0.01277554,0.22688463,0.14037594,0.0,0.15580793
Stom,0.28322536,0.0,0.3201948,0.0,0.0,0.0,0.25185102,0.1336658,0.39412338,0.0,0.03237374,0.6390917
Hspa5,0.148225,0.058360316,0.12465227,0.48240092,0.14291391,0.10314651,0.08003261,0.09832716,0.46024537,0.15242155,0.37207544,0.19529289
Ttc16,0.32147372,0.0,0.1019619,0.26266885,0.0,0.0,0.0,0.0,0.08085651,0.0,0.0,0.10772231
Sptan1,0.07251212,0.091404706,0.25663322,0.501733,0.28949654,0.25704482,0.58078396,0.0453459,0.23182584,0.13346109,0.0,0.10255094
Lrrc8a,0.07286929,0.034645155,0.10021844,0.32217273,0.18451826,0.094420925,0.2920145,0.03799826,0.0,0.17558908,0.1979241,0.060539443
Ier5l,0.16357264,0.03438719,0.073974065,0.030830199,0.0,0.0,0.07476512,0.0,0.0,0.0906727,0.14814925,0.0
Ralgds,0.14244021,0.08703109,0.18682064,0.18089648,0.32531026,0.24533376,0.44593716,0.0,0.25075442,0.061232395,0.103103824,0.1609223
Ajm1,0.24405427,0.0072783534,0.04848348,0.0,0.005849345,0.05825421,0.05959938,0.04603343,0.066709235,0.051578365,0.022462375,0.076586
Phpt1,0.11940717,0.018291181,0.11279197,0.29667273,0.16249077,0.1832306,0.17099136,0.25185126,0.45870465,0.13513948,0.17770159,0.15875326
Ptgds,0.27878332,0.0,0.40420353,0.0,0.0,0.0,0.0,0.0,0.0933584,0.0,0.0,0.0
Clic3,0.43369097,0.0,0.29415873,0.0,0.0,0.011498884,0.0,0.014864979,0.05644102,0.0,0.0,0.18711084
Abca2,0.14856036,0.032654338,0.3122138,0.05437751,0.086382054,0.07223368,0.12681668,0.0,0.06716455,0.010528863,0.0,0.21148936
Fut7,0.0,0.0,0.7730549,0.0,0.0,0.8062801,0.0,0.0,0.53824705,0.0,0.0,0.0
Npdc1,0.0,0.011803144,0.28544164,0.0,0.3622492,0.22399797,0.43726325,0.20995688,0.4767593,0.0,0.009324683,0.0
Tubb4b,0.13560562,0.0988967,0.13749984,0.21209748,0.23726994,0.07476341,0.2752201,0.005577049,0.5448906,0.10436363,0.21864176,0.15005246
Nsmf,0.06905753,0.100426875,0.07686579,0.5040146,0.10434622,0.100637265,0.05649015,0.018182857,0.0,0.17444323,0.3232332,0.0
Klf6,0.10093742,0.12470872,0.121058546,0.0,0.15382615,0.076355204,0.4174841,0.13775389,0.604284,0.0,0.6251911,0.20641725
Akr1c19,0.112292685,0.05846105,0.0,0.041958485,0.031968843,0.019063836,0.23067807,0.00026906922,0.0,0.44126844,0.0,0.063861385
Il2ra,0.0,0.39622745,0.21141924,0.0,0.27874815,0.42990148,0.0,0.0,0.18072775,0.0,0.0,0.0
Gata3,0.028160997,0.054648835,0.120654985,0.35820115,0.14093645,0.22602849,0.20980082,0.02615439,0.7888614,0.099171385,0.2493817,0.17398646
St8sia6,0.19984582,0.06547791,0.0,0.0,0.18035433,0.44562548,0.0,0.0,0.0,0.0,0.0,0.02204432
Hacd1,0.0,0.36029023,0.0,0.0,0.0,0.43024075,0.0,0.0,0.0,0.0,0.0,0.0
Stam,0.0,0.3594205,0.046533227,0.22637062,0.0,0.39320028,0.38529786,0.0,0.13348338,0.09842782,0.0,0.0
Dnajc1,0.23203824,0.0516683,0.15884136,0.368227,0.030149207,0.013525528,0.22950947,0.010377436,0.25466883,0.032811116,0.12365549,0.38313508
Pip4k2a,0.16146629,0.056136236,0.1918872,0.4077087,0.30270454,0.12190383,0.39365244,0.09252077,0.023842711,0.07775866,0.3022873,0.24283585
Arhgap21,0.038925625,0.0043696137,0.004725249,0.30624387,0.0,0.19298434,0.16381471,0.0,0.03494088,0.19872065,0.0,0.063019335
Ankrd26,0.010492674,0.018237168,0.025941635,0.52334255,0.1409151,0.03703048,0.18420789,0.03869345,0.06980649,0.15010926,0.098910935,0.01938192
Map3k8,0.31030303,0.033052035,0.0,0.0,0.0,0.02123161,0.16300254,0.02102937,0.0,0.0,0.17532371,0.40367946
Itgb1,0.26526764,0.10042419,0.1996394,0.0,0.005961761,0.44173008,0.6207936,0.0,1.0453293,0.0,0.0,0.0024237153
Rasgef1a,0.06361822,0.0,0.1753636,0.0,0.0,0.0,0.0,0.0,0.04969221,0.0,0.0,0.37777308
Alox5,0.0,0.0,0.5077983,0.0,0.46488082,0.0,0.0,0.0,0.11380525,0.0,0.0,0.0
Tmem273,0.23883393,0.0133878095,0.83387727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07078817
Ercc6,0.03352668,0.06542216,0.08286999,0.43441886,0.08204819,0.06574717,0.21303311,0.0,0.054260485,0.07754101,0.0,0.10380869
Ank3,0.0,0.0,0.047071453,0.4280323,0.6924911,0.0,0.27881113,0.15064289,0.17316495,0.0,0.0,0.11636371
Arid5b,0.041433107,0.2060627,0.0,0.19226918,0.979078,0.17452635,0.48448145,0.073992774,0.17813572,0.042066637,0.1383265,0.07949307
Rtkn2,0.0,0.74207455,0.0,0.0,0.34938428,0.07919423,0.0,0.031908914,0.0,0.005165849,0.0,0.0
Zfp365,0.15894508,0.057012003,0.0,0.0,0.0,0.085241064,0.0,0.0,0.3724065,0.0,0.0,0.14790837
Srgn,0.30725342,0.03885844,0.03208062,0.19101222,0.0,0.2598182,0.46775377,0.20642853,0.36271492,0.01922521,0.43198422,0.266137
Aifm2,0.009316689,0.011248822,0.028848395,0.12348835,0.0,0.034216765,0.065713294,0.0285647,0.035081614,0.008871627,0.07676062,0.04712808
Prf1,0.80429536,0.0778765,0.2243311,0.11463076,0.0,0.14403188,0.0041128313,0.0,0.0,0.03586873,0.0,0.55032915
Ddit4,0.11823931,0.0,0.09542637,0.2527263,0.070597805,0.060662717,0.0,0.26152053,0.28996497,0.08998511,1.1923083,0.0
